air_temp,clearsky_dhi,clearsky_dni,clearsky_ghi,cloud_opacity,dhi,dni,ghi,precipitation_rate,relative_humidity,period_end,period
16,0,0,0,16.5,0,0,0,0,91.1,2020-01-14T01:00:00+00:00,PT60M
16,3,0,3,17.7,2,0,2,0,90.6,2020-01-14T02:00:00+00:00,PT60M
16,65,44,74,44.3,38,0,38,0,90.8,2020-01-14T03:00:00+00:00,PT60M
17,156,173,221,28.8,161,0,161,0.1,91.7,2020-01-14T04:00:00+00:00,PT60M
18,230,293,385,16.3,292,57,324,0.1,88.1,2020-01-14T05:00:00+00:00,PT60M
20,279,367,514,28.2,323,69,366,0.1,78.3,2020-01-14T06:00:00+00:00,PT60M
21,319,323,547,50.4,271,0,271,0.1,72.7,2020-01-14T07:00:00+00:00,PT60M
22,321,326,552,37,349,0,349,0.1,68.8,2020-01-14T08:00:00+00:00,PT60M
23,296,309,499,44.7,275,0,275,0,64.3,2020-01-14T09:00:00+00:00,PT60M
23,246,247,382,55.4,171,0,171,0.1,67.5,2020-01-14T10:00:00+00:00,PT60M
23,170,172,239,55.6,106,0,106,0.1,71.4,2020-01-14T11:00:00+00:00,PT60M
23,80,65,95,42.4,53,0,53,0.1,71.4,2020-01-14T12:00:00+00:00,PT60M
23,7,2,7,4.1,6,0,6,0,70.3,2020-01-14T13:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,71.8,2020-01-14T14:00:00+00:00,PT60M
20,0,0,0,0,0,0,0,0,82,2020-01-14T15:00:00+00:00,PT60M
19,0,0,0,0,0,0,0,0,90.1,2020-01-14T16:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,93.3,2020-01-14T17:00:00+00:00,PT60M
17,0,0,0,0,0,0,0,0,95.3,2020-01-14T18:00:00+00:00,PT60M
17,0,0,0,0,0,0,0,0,94.7,2020-01-14T19:00:00+00:00,PT60M
16,0,0,0,0,0,0,0,0,95.6,2020-01-14T20:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,97.1,2020-01-14T21:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,97.8,2020-01-14T22:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,98.1,2020-01-14T23:00:00+00:00,PT60M
16,0,0,0,0,0,0,0,0,95.3,2020-01-15T00:00:00+00:00,PT60M
16,0,0,0,0,0,0,0,0,92.3,2020-01-15T01:00:00+00:00,PT60M
16,3,0,3,1.2,2,0,2,0.1,91.7,2020-01-15T02:00:00+00:00,PT60M
16,62,32,69,41.9,39,0,39,0,92.3,2020-01-15T03:00:00+00:00,PT60M
16,153,132,203,42.5,118,0,118,0,93.5,2020-01-15T04:00:00+00:00,PT60M
17,231,249,363,32.5,246,0,246,0,87.5,2020-01-15T05:00:00+00:00,PT60M
20,281,336,497,28.7,354,0,354,0,77,2020-01-15T06:00:00+00:00,PT60M
21,313,337,551,27.5,395,5,399,0.1,72,2020-01-15T07:00:00+00:00,PT60M
23,315,341,557,15.4,400,101,472,0,66.8,2020-01-15T08:00:00+00:00,PT60M
24,291,315,499,27.6,360,0,360,0,62.5,2020-01-15T09:00:00+00:00,PT60M
24,243,239,376,12.3,282,84,327,0,66.3,2020-01-15T10:00:00+00:00,PT60M
23,167,147,227,25.6,169,2,170,0.1,69.7,2020-01-15T11:00:00+00:00,PT60M
23,78,49,89,30.2,62,0,62,0.2,68.4,2020-01-15T12:00:00+00:00,PT60M
23,7,1,7,3,7,0,7,0.1,71,2020-01-15T13:00:00+00:00,PT60M
22,0,0,0,6.9,0,0,0,0,77.1,2020-01-15T14:00:00+00:00,PT60M
20,0,0,0,18.1,0,0,0,0,85.3,2020-01-15T15:00:00+00:00,PT60M
18,0,0,0,38.3,0,0,0,0,92.1,2020-01-15T16:00:00+00:00,PT60M
18,0,0,0,40.4,0,0,0,0.1,94.2,2020-01-15T17:00:00+00:00,PT60M
17,0,0,0,38.2,0,0,0,0.1,95.3,2020-01-15T18:00:00+00:00,PT60M
17,0,0,0,0.4,0,0,0,0.2,95.6,2020-01-15T19:00:00+00:00,PT60M
16,0,0,0,0,0,0,0,0.2,96.6,2020-01-15T20:00:00+00:00,PT60M
16,0,0,0,2.8,0,0,0,0.1,96.9,2020-01-15T21:00:00+00:00,PT60M
16,0,0,0,39.9,0,0,0,0.2,94.7,2020-01-15T22:00:00+00:00,PT60M
16,0,0,0,40.8,0,0,0,0.3,91.7,2020-01-15T23:00:00+00:00,PT60M
16,0,0,0,41.3,0,0,0,0.3,88.5,2020-01-16T00:00:00+00:00,PT60M
16,0,0,0,0.4,0,0,0,0.1,85.7,2020-01-16T01:00:00+00:00,PT60M
15,3,0,3,18.8,2,0,2,0.1,83.4,2020-01-16T02:00:00+00:00,PT60M
15,67,71,81,41,44,0,44,0,81.5,2020-01-16T03:00:00+00:00,PT60M
15,152,266,252,61.4,98,0,98,0,78,2020-01-16T04:00:00+00:00,PT60M
16,204,454,446,37.2,283,0,283,0,66.3,2020-01-16T05:00:00+00:00,PT60M
18,226,578,599,26.5,399,64,441,0,51.4,2020-01-16T06:00:00+00:00,PT60M
19,253,588,669,20.6,413,167,532,0,45,2020-01-16T07:00:00+00:00,PT60M
20,236,643,694,16.4,378,285,580,0,40.6,2020-01-16T08:00:00+00:00,PT60M
22,201,680,649,1.5,216,643,640,0,36,2020-01-16T09:00:00+00:00,PT60M
21,170,647,528,3.2,194,571,511,0,39.3,2020-01-16T10:00:00+00:00,PT60M
20,125,575,356,2.1,137,528,348,0,43.2,2020-01-16T11:00:00+00:00,PT60M
20,72,377,156,0,72,377,156,0,43.5,2020-01-16T12:00:00+00:00,PT60M
19,9,33,12,0,9,33,12,0,44.8,2020-01-16T13:00:00+00:00,PT60M
19,0,0,0,0,0,0,0,0,48.1,2020-01-16T14:00:00+00:00,PT60M
16,0,0,0,0,0,0,0,0,53.6,2020-01-16T15:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,57.3,2020-01-16T16:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,60.9,2020-01-16T17:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,65.1,2020-01-16T18:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,68.5,2020-01-16T19:00:00+00:00,PT60M
12,0,0,0,0,0,0,0,0,74,2020-01-16T20:00:00+00:00,PT60M
11,0,0,0,0,0,0,0,0,79.9,2020-01-16T21:00:00+00:00,PT60M
11,0,0,0,0,0,0,0,0,84.5,2020-01-16T22:00:00+00:00,PT60M
10,0,0,0,0,0,0,0,0,87.4,2020-01-16T23:00:00+00:00,PT60M
10,0,0,0,0,0,0,0,0,88.9,2020-01-17T00:00:00+00:00,PT60M
10,0,0,0,0,0,0,0,0,89.8,2020-01-17T01:00:00+00:00,PT60M
11,3,2,3,2.5,3,0,3,0,89.2,2020-01-17T02:00:00+00:00,PT60M
12,67,177,102,55.1,44,0,44,0,87.8,2020-01-17T03:00:00+00:00,PT60M
12,138,420,295,33.2,175,74,206,0,88.8,2020-01-17T04:00:00+00:00,PT60M
14,179,583,489,0.9,185,563,485,0,84.4,2020-01-17T05:00:00+00:00,PT60M
16,201,671,635,0,201,671,635,0,70.5,2020-01-17T06:00:00+00:00,PT60M
18,224,680,706,0,224,680,706,0,61.8,2020-01-17T07:00:00+00:00,PT60M
19,224,683,713,6.1,285,537,669,0,56.2,2020-01-17T08:00:00+00:00,PT60M
20,216,647,645,0.9,225,625,639,0,50.8,2020-01-17T09:00:00+00:00,PT60M
20,201,539,502,0,201,539,502,0,54.2,2020-01-17T10:00:00+00:00,PT60M
19,154,411,322,0,154,411,322,0,60,2020-01-17T11:00:00+00:00,PT60M
19,83,213,132,0,83,213,132,0,60.8,2020-01-17T12:00:00+00:00,PT60M
19,10,14,11,0,10,14,11,0,61.4,2020-01-17T13:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,63.9,2020-01-17T14:00:00+00:00,PT60M
16,0,0,0,0,0,0,0,0,71.4,2020-01-17T15:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,77.2,2020-01-17T16:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,79.2,2020-01-17T17:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,81,2020-01-17T18:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,80.9,2020-01-17T19:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,82.8,2020-01-17T20:00:00+00:00,PT60M
12,0,0,0,0,0,0,0,0,84.6,2020-01-17T21:00:00+00:00,PT60M
11,0,0,0,0,0,0,0,0,86.6,2020-01-17T22:00:00+00:00,PT60M
11,0,0,0,0,0,0,0,0,88,2020-01-17T23:00:00+00:00,PT60M
11,0,0,0,0,0,0,0,0,87.1,2020-01-18T00:00:00+00:00,PT60M
11,0,0,0,0,0,0,0,0,86,2020-01-18T01:00:00+00:00,PT60M
11,3,3,3,1.7,3,0,3,0,84.5,2020-01-18T02:00:00+00:00,PT60M
11,65,218,108,34.2,71,0,71,0,83.1,2020-01-18T03:00:00+00:00,PT60M
11,129,475,307,16.6,186,183,259,0,80.2,2020-01-18T04:00:00+00:00,PT60M
14,165,631,501,4.6,195,529,480,0,70.5,2020-01-18T05:00:00+00:00,PT60M
17,186,711,646,0,186,711,646,0,58.8,2020-01-18T06:00:00+00:00,PT60M
18,204,727,721,0,204,727,721,0,54.1,2020-01-18T07:00:00+00:00,PT60M
20,206,727,728,0,206,727,728,0,51.8,2020-01-18T08:00:00+00:00,PT60M
21,195,704,664,0,195,704,664,0,49.1,2020-01-18T09:00:00+00:00,PT60M
21,179,626,529,0,179,626,529,0,51.4,2020-01-18T10:00:00+00:00,PT60M
20,141,500,346,0,141,500,346,0,54,2020-01-18T11:00:00+00:00,PT60M
20,81,281,146,0,81,281,146,0,54.4,2020-01-18T12:00:00+00:00,PT60M
20,10,22,12,0,10,22,12,0,55,2020-01-18T13:00:00+00:00,PT60M
19,0,0,0,0,0,0,0,0,56.3,2020-01-18T14:00:00+00:00,PT60M
17,0,0,0,0,0,0,0,0,61.9,2020-01-18T15:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,65.8,2020-01-18T16:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,66.9,2020-01-18T17:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,69,2020-01-18T18:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,69.9,2020-01-18T19:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,73.1,2020-01-18T20:00:00+00:00,PT60M
12,0,0,0,0,0,0,0,0,76,2020-01-18T21:00:00+00:00,PT60M
12,0,0,0,0,0,0,0,0,79.4,2020-01-18T22:00:00+00:00,PT60M
11,0,0,0,0,0,0,0,0,82.6,2020-01-18T23:00:00+00:00,PT60M
11,0,0,0,0,0,0,0,0,82.6,2020-01-19T00:00:00+00:00,PT60M
12,0,0,0,0,0,0,0,0,83.2,2020-01-19T01:00:00+00:00,PT60M
12,3,4,4,1.3,3,0,3,0,83,2020-01-19T02:00:00+00:00,PT60M
12,64,249,112,24.4,79,31,87,0,82.4,2020-01-19T03:00:00+00:00,PT60M
12,122,518,316,0.2,123,515,316,0,80.6,2020-01-19T04:00:00+00:00,PT60M
14,155,667,511,0,155,667,511,0,68.5,2020-01-19T05:00:00+00:00,PT60M
17,173,746,657,0,173,746,657,0,54.3,2020-01-19T06:00:00+00:00,PT60M
19,188,767,735,0,188,767,735,0,49.6,2020-01-19T07:00:00+00:00,PT60M
20,186,775,744,0,186,775,744,0,46.8,2020-01-19T08:00:00+00:00,PT60M
21,178,750,680,0,178,750,680,0,43.7,2020-01-19T09:00:00+00:00,PT60M
20,160,688,547,2.6,181,625,534,0,44.7,2020-01-19T10:00:00+00:00,PT60M
19,129,569,363,2.3,141,519,354,0,47.4,2020-01-19T11:00:00+00:00,PT60M
19,77,345,157,0,77,345,157,0,49.7,2020-01-19T12:00:00+00:00,PT60M
19,11,34,14,0,11,34,14,0,51.7,2020-01-19T13:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,55.1,2020-01-19T14:00:00+00:00,PT60M
16,0,0,0,0,0,0,0,0,60.7,2020-01-19T15:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,63.9,2020-01-19T16:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,67.3,2020-01-19T17:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,71.1,2020-01-19T18:00:00+00:00,PT60M
12,0,0,0,0,0,0,0,0,72.5,2020-01-19T19:00:00+00:00,PT60M
12,0,0,0,0,0,0,0,0,75.7,2020-01-19T20:00:00+00:00,PT60M
11,0,0,0,0,0,0,0,0,78.4,2020-01-19T21:00:00+00:00,PT60M
10,0,0,0,0,0,0,0,0,82.7,2020-01-19T22:00:00+00:00,PT60M
9,0,0,0,0,0,0,0,0,86.7,2020-01-19T23:00:00+00:00,PT60M
9,0,0,0,0,0,0,0,0,86.7,2020-01-20T00:00:00+00:00,PT60M
9,0,0,0,0,0,0,0,0,86.7,2020-01-20T01:00:00+00:00,PT60M
10,3,6,4,0.6,3,3,4,0,85.6,2020-01-20T02:00:00+00:00,PT60M
10,61,299,118,10,72,165,108,0,83.9,2020-01-20T03:00:00+00:00,PT60M
11,113,565,324,0,113,565,324,0,82,2020-01-20T04:00:00+00:00,PT60M
14,144,698,517,0,144,698,517,0,70.1,2020-01-20T05:00:00+00:00,PT60M
17,160,768,661,0,160,768,661,0,55.2,2020-01-20T06:00:00+00:00,PT60M
19,161,813,743,0,161,813,743,0,50.6,2020-01-20T07:00:00+00:00,PT60M
21,161,816,750,0,161,816,750,0,48.6,2020-01-20T08:00:00+00:00,PT60M
22,158,783,684,0,158,783,684,0,46.8,2020-01-20T09:00:00+00:00,PT60M
22,145,722,553,0,145,722,553,0,51.2,2020-01-20T10:00:00+00:00,PT60M
22,121,598,369,0,121,598,369,0,55.8,2020-01-20T11:00:00+00:00,PT60M
22,76,364,161,0,76,364,161,0,56.9,2020-01-20T12:00:00+00:00,PT60M
21,11,37,15,1.2,11,37,15,0,59.7,2020-01-20T13:00:00+00:00,PT60M
20,0,0,0,36.2,0,0,0,0,63.7,2020-01-20T14:00:00+00:00,PT60M
18,0,0,0,38.2,0,0,0,0,71.9,2020-01-20T15:00:00+00:00,PT60M
16,0,0,0,0.4,0,0,0,0,78.6,2020-01-20T16:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,80.1,2020-01-20T17:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,80.8,2020-01-20T18:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,79,2020-01-20T19:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,78.9,2020-01-20T20:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,79.9,2020-01-20T21:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,79.8,2020-01-20T22:00:00+00:00,PT60M
12,0,0,0,0,0,0,0,0,80,2020-01-20T23:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,80.1,2020-01-21T00:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,79.3,2020-01-21T01:00:00+00:00,PT60M
14,3,2,3,0.1,3,1,3,0,77.8,2020-01-21T02:00:00+00:00,PT60M
14,67,125,92,19.9,72,2,72,0,76.1,2020-01-21T03:00:00+00:00,PT60M
15,149,305,264,14,186,104,229,0,76.8,2020-01-21T04:00:00+00:00,PT60M
18,209,430,440,0.6,213,418,438,0,76.8,2020-01-21T05:00:00+00:00,PT60M
22,250,496,574,0.5,254,486,571,0,69.7,2020-01-21T06:00:00+00:00,PT60M
23,297,444,616,23.7,409,86,470,0.1,64.7,2020-01-21T07:00:00+00:00,PT60M
25,308,417,610,32.4,412,0,412,0.1,61.7,2020-01-21T08:00:00+00:00,PT60M
27,290,382,547,43.7,309,0,309,0.1,57.4,2020-01-21T09:00:00+00:00,PT60M
26,239,361,444,32.5,294,4,296,0,58.9,2020-01-21T10:00:00+00:00,PT60M
25,173,263,284,18.3,216,36,230,0,61.4,2020-01-21T11:00:00+00:00,PT60M
25,89,118,118,19,95,0,95,0,62.6,2020-01-21T12:00:00+00:00,PT60M
25,11,7,12,0.2,11,6,11,0,63.4,2020-01-21T13:00:00+00:00,PT60M
25,0,0,0,0,0,0,0,0,65.1,2020-01-21T14:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,71.9,2020-01-21T15:00:00+00:00,PT60M
21,0,0,0,0,0,0,0,0,77.2,2020-01-21T16:00:00+00:00,PT60M
21,0,0,0,0,0,0,0,0,80.1,2020-01-21T17:00:00+00:00,PT60M
20,0,0,0,0,0,0,0,0,83.1,2020-01-21T18:00:00+00:00,PT60M
19,0,0,0,0,0,0,0,0,84.1,2020-01-21T19:00:00+00:00,PT60M
19,0,0,0,0,0,0,0,0,86.2,2020-01-21T20:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,89,2020-01-21T21:00:00+00:00,PT60M
17,0,0,0,0,0,0,0,0,92.1,2020-01-21T22:00:00+00:00,PT60M
16,0,0,0,0,0,0,0,0,95.3,2020-01-21T23:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,94.7,2020-01-22T00:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,93.2,2020-01-22T01:00:00+00:00,PT60M
15,3,1,3,2.2,3,0,3,0,93.5,2020-01-22T02:00:00+00:00,PT60M
16,67,106,89,38,56,0,56,0,93.2,2020-01-22T03:00:00+00:00,PT60M
17,149,289,258,26.3,191,0,191,0,92,2020-01-22T04:00:00+00:00,PT60M
18,208,424,437,19.4,299,96,353,0,86.8,2020-01-22T05:00:00+00:00,PT60M
22,251,488,570,1,258,469,565,0,75.7,2020-01-22T06:00:00+00:00,PT60M
23,299,432,611,0,299,432,611,0.2,69.7,2020-01-22T07:00:00+00:00,PT60M
24,309,409,607,3.7,337,341,585,0.2,66.5,2020-01-22T08:00:00+00:00,PT60M
25,292,372,544,0.3,294,367,543,0.1,62.6,2020-01-22T09:00:00+00:00,PT60M
25,249,300,421,1.3,255,279,416,0,63.2,2020-01-22T10:00:00+00:00,PT60M
25,178,219,270,8.3,198,114,250,0.1,62.9,2020-01-22T11:00:00+00:00,PT60M
25,90,105,116,7.2,100,30,105,0,62.1,2020-01-22T12:00:00+00:00,PT60M
24,11,7,12,0,11,7,12,0,64.6,2020-01-22T13:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,69.5,2020-01-22T14:00:00+00:00,PT60M
21,0,0,0,0,0,0,0,0,77.8,2020-01-22T15:00:00+00:00,PT60M
20,0,0,0,0,0,0,0,0,83.1,2020-01-22T16:00:00+00:00,PT60M
19,0,0,0,0,0,0,0,0,84.1,2020-01-22T17:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,85.8,2020-01-22T18:00:00+00:00,PT60M
17,0,0,0,0,0,0,0,0,86.3,2020-01-22T19:00:00+00:00,PT60M
16,0,0,0,0,0,0,0,0,86.8,2020-01-22T20:00:00+00:00,PT60M
16,0,0,0,0,0,0,0,0,87.6,2020-01-22T21:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,88.1,2020-01-22T22:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,88.9,2020-01-22T23:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,88.9,2020-01-23T00:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,88.3,2020-01-23T01:00:00+00:00,PT60M
13,3,3,3,1.3,3,0,3,0,87.1,2020-01-23T02:00:00+00:00,PT60M
14,67,181,103,22.6,79,5,80,0,84.9,2020-01-23T03:00:00+00:00,PT60M
14,139,407,293,7.8,161,282,273,0,82.9,2020-01-23T04:00:00+00:00,PT60M
16,187,545,481,0,187,545,481,0,73.8,2020-01-23T05:00:00+00:00,PT60M
19,216,622,625,0,216,622,625,0,60.4,2020-01-23T06:00:00+00:00,PT60M
21,243,627,697,0,243,627,697,0,55.4,2020-01-23T07:00:00+00:00,PT60M
22,244,633,707,0,244,633,707,0,51.8,2020-01-23T08:00:00+00:00,PT60M
23,226,623,650,0,226,623,650,0,47.9,2020-01-23T09:00:00+00:00,PT60M
23,190,593,530,0.7,195,577,527,0,50.9,2020-01-23T10:00:00+00:00,PT60M
22,145,496,355,1.5,153,465,350,0,54.4,2020-01-23T11:00:00+00:00,PT60M
22,85,300,157,0,85,300,157,0,53,2020-01-23T12:00:00+00:00,PT60M
22,13,33,16,0,13,33,16,0,51.8,2020-01-23T13:00:00+00:00,PT60M
21,0,0,0,0,0,0,0,0,53.8,2020-01-23T14:00:00+00:00,PT60M
19,0,0,0,0,0,0,0,0,58.2,2020-01-23T15:00:00+00:00,PT60M
17,0,0,0,0,0,0,0,0,60.3,2020-01-23T16:00:00+00:00,PT60M
16,0,0,0,0,0,0,0,0,61.7,2020-01-23T17:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,63.8,2020-01-23T18:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,63.5,2020-01-23T19:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,64.2,2020-01-23T20:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,64.7,2020-01-23T21:00:00+00:00,PT60M
12,0,0,0,0,0,0,0,0,66.6,2020-01-23T22:00:00+00:00,PT60M
11,0,0,0,0,0,0,0,0,68.9,2020-01-23T23:00:00+00:00,PT60M
11,0,0,0,0,0,0,0,0,69.6,2020-01-24T00:00:00+00:00,PT60M
11,0,0,0,0,0,0,0,0,70.9,2020-01-24T01:00:00+00:00,PT60M
12,3,5,4,1,4,0,4,0,70.2,2020-01-24T02:00:00+00:00,PT60M
12,66,238,113,14.3,79,82,99,0,69.5,2020-01-24T03:00:00+00:00,PT60M
12,130,479,312,0.1,131,478,312,0,69.4,2020-01-24T04:00:00+00:00,PT60M
16,174,609,503,0,174,609,503,0,60.8,2020-01-24T05:00:00+00:00,PT60M
20,194,694,652,0,194,694,652,0,48.4,2020-01-24T06:00:00+00:00,PT60M
22,169,803,752,0,169,803,752,0,44.6,2020-01-24T07:00:00+00:00,PT60M
23,158,829,767,0,158,829,767,0,44.9,2020-01-24T08:00:00+00:00,PT60M
25,150,812,704,0,150,812,704,0,44.4,2020-01-24T09:00:00+00:00,PT60M
25,146,732,569,3.3,173,652,551,0,48.7,2020-01-24T10:00:00+00:00,PT60M
24,119,627,386,2.4,134,572,376,0,52.6,2020-01-24T11:00:00+00:00,PT60M
24,75,421,177,0,75,421,177,0,53.7,2020-01-24T12:00:00+00:00,PT60M
25,13,58,19,0,13,58,19,0,51.4,2020-01-24T13:00:00+00:00,PT60M
24,0,0,0,0,0,0,0,0,51.9,2020-01-24T14:00:00+00:00,PT60M
20,0,0,0,0,0,0,0,0,64.8,2020-01-24T15:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,74.7,2020-01-24T16:00:00+00:00,PT60M
17,0,0,0,0,0,0,0,0,77.3,2020-01-24T17:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,78.6,2020-01-24T18:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,76.5,2020-01-24T19:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,75.8,2020-01-24T20:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,75.4,2020-01-24T21:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,78.2,2020-01-24T22:00:00+00:00,PT60M
12,0,0,0,0,0,0,0,0,80.8,2020-01-24T23:00:00+00:00,PT60M
12,0,0,0,0,0,0,0,0,77.9,2020-01-25T00:00:00+00:00,PT60M
12,0,0,0,0,0,0,0,0,76.1,2020-01-25T01:00:00+00:00,PT60M
13,4,11,5,0.6,4,7,4,0,74.1,2020-01-25T02:00:00+00:00,PT60M
13,55,375,128,6.8,63,279,122,0,72.2,2020-01-25T03:00:00+00:00,PT60M
14,94,643,338,0,94,643,338,0,71.6,2020-01-25T04:00:00+00:00,PT60M
18,115,765,530,0,115,765,530,0,63.4,2020-01-25T05:00:00+00:00,PT60M
22,128,823,672,0.8,137,802,667,0,53.2,2020-01-25T06:00:00+00:00,PT60M
23,138,841,750,14.1,285,494,643,0,50.3,2020-01-25T07:00:00+00:00,PT60M
24,139,840,758,11.7,254,563,670,0,46.8,2020-01-25T08:00:00+00:00,PT60M
25,137,813,695,2.3,159,756,680,0,42.4,2020-01-25T09:00:00+00:00,PT60M
25,136,731,561,31.2,338,83,385,0,47.1,2020-01-25T10:00:00+00:00,PT60M
24,115,617,380,8.8,165,431,342,0,52.7,2020-01-25T11:00:00+00:00,PT60M
24,75,403,175,10.5,99,231,154,0,54.5,2020-01-25T12:00:00+00:00,PT60M
24,14,53,19,0,14,53,19,0,54.8,2020-01-25T13:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,56.9,2020-01-25T14:00:00+00:00,PT60M
20,0,0,0,0,0,0,0,0,66.3,2020-01-25T15:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,72.4,2020-01-25T16:00:00+00:00,PT60M
17,0,0,0,0,0,0,0,0,77.8,2020-01-25T17:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,82.8,2020-01-25T18:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,82.5,2020-01-25T19:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,83.2,2020-01-25T20:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,82.9,2020-01-25T21:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,84,2020-01-25T22:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,87,2020-01-25T23:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,85.3,2020-01-26T00:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,82.5,2020-01-26T01:00:00+00:00,PT60M
13,4,7,4,0,4,7,4,0,79.4,2020-01-26T02:00:00+00:00,PT60M
14,60,316,122,6.3,67,229,116,0,75.8,2020-01-26T03:00:00+00:00,PT60M
15,106,587,330,0,106,587,330,0,72.8,2020-01-26T04:00:00+00:00,PT60M
19,132,717,523,0,132,717,523,0,62.3,2020-01-26T05:00:00+00:00,PT60M
24,146,785,668,0,146,785,668,0,51.3,2020-01-26T06:00:00+00:00,PT60M
24,150,821,749,0,150,821,749,0,47.7,2020-01-26T07:00:00+00:00,PT60M
25,154,816,757,0,154,816,757,0,44.1,2020-01-26T08:00:00+00:00,PT60M
27,150,791,695,0,150,791,695,0,40.6,2020-01-26T09:00:00+00:00,PT60M
27,138,734,566,2.9,162,664,551,0,44.2,2020-01-26T10:00:00+00:00,PT60M
26,116,624,385,4,139,534,369,0,48.3,2020-01-26T11:00:00+00:00,PT60M
26,77,405,178,0.6,79,394,176,0,50.4,2020-01-26T12:00:00+00:00,PT60M
26,15,53,20,0,15,53,20,0,51.4,2020-01-26T13:00:00+00:00,PT60M
24,0,0,0,0,0,0,0,0,55.3,2020-01-26T14:00:00+00:00,PT60M
22,0,0,0,0,0,0,0,0,66,2020-01-26T15:00:00+00:00,PT60M
20,0,0,0,0,0,0,0,0,70.8,2020-01-26T16:00:00+00:00,PT60M
19,0,0,0,0,0,0,0,0,72.5,2020-01-26T17:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,74.5,2020-01-26T18:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,73.3,2020-01-26T19:00:00+00:00,PT60M
17,0,0,0,0,0,0,0,0,73.4,2020-01-26T20:00:00+00:00,PT60M
16,0,0,0,0,0,0,0,0,73.7,2020-01-26T21:00:00+00:00,PT60M
16,0,0,0,0,0,0,0,0,73.6,2020-01-26T22:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,73.5,2020-01-26T23:00:00+00:00,PT60M
